7036,6008,5075,4419,3701,2962,2540,1822,1339,502,0,464,1172,1755,2689,3526,4152,4869,5850,7255,9061,7747,6390,5742,4940,4395,3720,2973,2248,1600,1166,1053,965,1204,1904,2808,3449,4300,5199,6282,7264,8175,9184,7902,6686,5720,4750,3274,2197,1309,1525,2133,2835,3868,4877,5710,6808,7996,8945,9998,10828,11945,3042,2394,1884,2556,3414,4349,5106,6214,7431,8311,7067,5883,4195,4116,4428,5196,5746,5294,5213,10918,9812,8817,8117,7477,7339,6896,6512,9367,8024,7312,6037,5638,5682,5844,6353,6884,7661,8994,1962,717,768,1576,2514,4041,4967,6092,6694,7484,8842,8940,9552,10665,11823,6177,5272,4132,3245,2208,3937,4859,7544,8775,10362,11656,13972,15474,16681,18491,20398,16733,16047,15244,14596,13070,11992,11427,10143,8952,8021,6736,4863,3767,2341,2019,2711,20299,18928,18057,17037,15868,15365,13801,12969,12390,11459,10389,7771,7353,6548,6994,7265,
7498,6472,5539,4882,4161,3411,2962,2247,1797,962,464,0,716,1315,2258,3102,3727,4481,5510,6903,8606,7297,5959,5317,4516,3967,3287,2549,1842,1268,974,1083,1192,1494,2115,2971,3589,4423,5309,6382,7356,8258,9273,7916,6679,5675,4649,3114,1972,903,1234,1904,2665,3770,4814,5653,6736,7916,8859,9906,10770,11918,3412,2802,2349,2877,3658,4538,5270,6359,7558,8150,6923,5765,4194,4251,4719,5526,6133,5722,5669,10562,9446,8470,7814,7221,7125,6819,6563,8995,7639,6903,5576,5176,5235,5447,6075,6635,7445,8824,1885,482,642,1561,2848,4422,5315,6420,7014,7777,9124,9277,9908,11036,12206,6639,5732,4583,3676,2230,3650,4521,8007,9237,10822,12115,14428,15928,17135,18949,20855,16968,16289,15495,14854,13349,12289,11734,10478,9311,8381,7106,5256,4169,2564,2105,2384,20676,19302,18420,17388,16202,15690,14121,13266,12661,11711,10636,7982,7390,6521,6880,7102,
8206,7166,6242,5589,4874,4127,3671,2959,2511,1674,1172,716,0,612,1559,2406,3029,3820,4909,6279,7969,6677,5401,4779,3986,3431,2741,2051,1442,1166,1224,1569,1819,1970,2445,3185,3749,4535,5386,6431,7384,8265,9285,8156,6899,5850,4754,3166,1985,697,888,1573,2380,3556,4631,5468,6517,7674,8604,9638,10549,11740,3923,3383,3046,3520,4222,5033,5729,6787,7955,8120,6930,5826,4455,4687,5321,6162,6816,6433,6384,10164,9032,8099,7532,7033,7011,6934,6865,8567,7189,6399,4913,4467,4520,4774,5555,6153,7005,8445,2143,900,874,1635,3316,4940,5769,6833,7410,8122,9446,9693,10355,11509,12701,7320,6405,5233,4287,2279,3142,3928,8691,9914,11492,12780,15084,16577,17784,19609,21512,17481,16812,16028,15398,13918,12879,12336,11110,9967,9038,7774,5945,4865,3128,2548,2153,21150,19772,18871,17816,16598,16072,14497,13602,12955,11974,10894,8194,7332,6371,6594,6744,
8767,7703,6792,6149,5449,4718,4277,3563,3092,2257,1755,1315,612,0,947,1793,2417,3215,4333,5689,7545,6283,5100,4509,3738,3187,2507,1920,1503,1534,1756,2153,2428,2365,2704,3318,3819,4545,5352,6360,7288,8146,9163,8550,7286,6212,5080,3487,2335,1117,825,1344,2119,3309,4388,5211,6220,7352,8268,9287,10233,11455,4287,3816,3598,4128,4807,5587,6262,7300,8448,8316,7162,6108,4887,5214,5917,6766,7428,7038,6966,10016,8871,7987,7511,7102,7145,7247,7305,8393,7000,6153,4462,3923,3926,4164,5032,5653,6533,8014,2622,1499,1276,1768,3654,5297,6060,7079,7636,8298,9595,9927,10616,11793,13004,7837,6913,5718,4738,2325,2648,3361,9211,10423,11989,13270,15560,17043,18251,20088,21987,18028,17365,16587,15961,14494,13465,12927,11712,10576,9647,8385,6557,5476,3716,3098,2303,21424,20041,19122,18046,16800,16261,14681,13751,13068,12061,10979,8251,7164,6134,6244,6335,
9659,8570,7677,7045,6363,5648,5220,4505,4018,3187,2689,2258,1559,947,0,847,1470,2299,3487,4802,6915,5716,4714,4195,3493,2982,2381,2052,1974,2297,2636,3072,3370,3137,3322,3752,4144,4758,5476,6406,7279,8090,9094,9178,7911,6815,5649,4089,3021,1962,1433,1534,2077,3172,4204,4977,5898,6970,7850,8837,9836,11103,4973,4589,4495,5067,5713,6449,7094,8101,9216,8658,7569,6601,5598,6043,6835,7698,8374,7980,7884,9819,8662,7864,7536,7270,7409,7770,8004,8169,6767,5841,3820,3108,3011,3229,4295,4960,5885,7429,3430,2434,2122,2331,4325,5959,6629,7574,8099,8686,9933,10386,11109,12313,13547,8680,7748,6531,5518,2718,2051,2549,10053,11249,12798,14068,16338,17807,19014,20867,22759,18866,18210,17442,16825,15378,14364,13834,12638,11514,10585,9328,7504,6423,4630,3973,2765,21908,20523,19578,18472,17188,16631,15049,14070,13335,12294,11215,8464,7042,5915,5826,5808,
10456,9347,8469,7847,7180,6478,6062,5346,4847,4021,3526,3102,2406,1793,847,0,625,1498,2766,4017,6445,5330,4544,4116,3516,3077,2606,2514,2640,3079,3460,3909,4216,3881,3967,4259,4557,5063,5688,6532,7343,8101,9084,9804,8542,7436,6257,4743,3747,2782,2179,2068,2354,3253,4184,4884,5697,6692,7528,8474,9517,10818,5632,5314,5304,5912,6540,7248,7873,8856,9946,9066,8037,7144,6303,6823,7668,8539,9222,8820,8704,9749,8591,7883,7690,7549,7765,8325,8687,8090,6698,5714,3400,2483,2228,2394,3694,4395,5355,6946,4214,3278,2923,2985,4982,6591,7182,8061,8555,9074,10271,10823,11572,12793,14044,9437,8501,7271,6240,3246,1762,1907,10807,11989,13522,14781,17030,18485,19691,21557,23442,19637,18988,18227,17616,16184,15182,14657,13474,12357,11429,10174,8351,7269,5463,4787,3376,22340,20953,19988,18857,17542,16970,15390,14372,13594,12528,11458,8708,7007,5811,5532,5405,
11067,9950,9079,8462,7800,7103,6688,5972,5471,4647,4152,3727,3029,2417,1470,625,0,1008,2344,3495,6087,5050,4446,4097,3592,3223,2863,2918,3154,3651,4059,4518,4834,4477,4521,4743,4986,5423,5982,6760,7521,8236,9197,10240,8984,7875,6693,5221,4280,3380,2786,2608,2767,3513,4348,4979,5697,6621,7414,8320,9393,10716,6184,5898,5923,6528,7137,7821,8429,9392,10460,9343,8364,7529,6808,7381,8271,9148,9843,9446,9325,9673,8521,7883,7792,7742,8012,8713,9169,8017,6644,5628,3132,2063,1652,1809,3382,4105,5084,6702,4782,3895,3542,3553,5536,7125,7671,8509,8982,9458,10618,11232,11995,13226,14484,10031,9094,7858,6821,3754,1862,1629,11399,12573,14096,15349,17586,19032,20237,22110,23991,20178,19535,18781,18176,16759,15766,15248,14077,12970,12043,10792,8974,7894,6067,5375,3843,22731,21345,20366,19221,17886,17305,15729,14687,13881,12801,11739,9000,7118,5884,5462,5246,
11600,10440,9612,9026,8410,7763,7403,6686,6142,5345,4869,4481,3820,3215,2299,1498,1008,0,1341,2519,6438,5553,5191,4923,4497,4173,3856,3925,4129,4574,4935,5365,5639,4991,4892,4928,5043,5329,5754,6405,7076,7720,8641,11247,9989,8881,7699,6215,5243,4261,3394,3027,2909,3319,3953,4458,5031,5855,6595,7458,8554,9894,6516,6339,6529,7340,8011,8741,9371,10354,11438,10327,9363,8537,7791,8321,9130,9982,10612,10139,9932,10391,9253,8688,8681,8689,8985,9721,10163,8748,7406,6368,3716,2484,1707,986,2428,3159,4143,5771,5710,4715,4186,3993,5885,7392,7815,8545,8969,9350,10431,11163,11953,13198,14469,10477,9540,8293,7239,4032,1619,828,11831,12968,14450,15677,17869,19285,20482,22375,24241,21135,20486,19724,19112,17674,16663,16133,14928,13786,12856,11586,9732,8637,6926,6271,4840,22593,21209,20206,19033,17664,17068,15503,14419,13568,12467,11426,8725,6579,5311,4712,4402,
12249,11047,10283,9743,9193,8618,8331,7624,7038,6291,5850,5510,4909,4333,3487,2766,2344,1341,0,1423,7248,6532,6382,6176,5802,5500,5197,5249,5404,5784,6087,6477,6698,5741,5484,5295,5244,5316,5535,5979,6501,7025,7875,12564,11303,10196,9016,7510,6496,5429,4326,3805,3413,3345,3612,3882,4190,4831,5479,6272,7392,8747,6996,6957,7342,8387,9132,9917,10578,11588,12697,11665,10704,9871,9064,9527,10223,11036,11577,11009,10695,11519,10398,9901,9960,10009,10319,11055,11453,9895,8589,7541,4819,3545,2624,1165,1182,1899,2874,4503,6915,5809,5112,4714,6406,7767,8020,8593,8943,9191,10147,11029,11844,13095,14373,11027,10101,8858,7805,4570,2014,990,12348,13427,14845,16029,18148,19518,20703,22616,24454,22350,21691,20917,20294,18826,17787,17240,15987,14801,13871,12581,10688,9586,8037,7431,6141,22295,20918,19886,18682,17274,16660,15118,13986,13082,11963,10958,8350,5880,4606,3748,3290,
13655,12446,11695,11161,10616,10041,9748,9039,8457,7703,7255,6903,6279,5689,4802,4017,3495,2519,1423,0,7210,6744,6931,6852,6619,6410,6223,6395,6644,7090,7432,7843,8084,7164,6895,6662,6559,6537,6635,6916,7288,7675,8419,13708,12458,11349,10168,8715,7762,6763,5735,5228,4826,4646,4715,4789,4796,5128,5566,6167,7311,8668,8379,8367,8766,9779,10497,11251,11889,12873,13953,12583,11702,10953,10303,10838,11601,12429,12991,12432,12116,11859,10782,10423,10642,10826,11209,12135,12662,10291,9071,8026,5291,4062,3121,1770,1690,2054,2774,4239,8226,7180,6525,6137,7801,9116,9304,9796,10101,10262,11118,12100,12926,14173,15449,12414,11493,10254,9204,5978,3435,2403,13724,14783,16176,17342,19425,20770,21947,23868,25690,23654,23005,22241,21626,20178,19154,18615,17381,16207,15276,13990,12103,11001,9405,8773,7337,23190,21823,20771,19544,18107,17480,15967,14800,13852,12725,11766,9273,6562,5342,4223,3556,
15929,15009,14047,13368,12592,11768,11168,10558,10311,9525,9061,8606,7969,7545,6915,6445,6087,6438,7248,7210,0,1356,2963,3613,4329,4794,5402,6161,6906,7666,8250,8748,9217,9906,10213,10659,10997,11498,12068,12810,13512,14153,15059,10762,9834,8963,8111,7633,7634,7785,8291,8434,8799,9596,10366,10896,11401,12075,12669,13356,14498,15859,11831,11346,10922,10520,10569,10690,10908,11399,11980,8274,8079,8119,8956,10101,11645,12607,13672,13732,14002,5103,4268,4516,5446,6314,7024,8997,10465,3892,3366,2847,3096,4029,4736,6084,8386,9033,9917,11446,8326,8449,8804,9231,11192,12836,13543,14480,14989,15519,16702,17265,18006,19219,20459,15218,14327,13190,12256,9627,7908,7255,16574,17818,19414,20712,23033,24535,25742,27550,29458,21367,20861,20267,19804,18749,18051,17696,16945,16204,15368,14361,12956,12077,9828,9031,6848,28784,27397,26432,25298,23971,23392,21815,20773,19958,18869,17814,15083,13010,11736,10995,10514,
14581,13672,12707,12027,11248,10423,9818,9214,8980,8204,7747,7297,6677,6283,5716,5330,5050,5553,6532,6744,1356,0,1630,2265,2973,3443,4063,4823,5570,6325,6908,7404,7874,8631,8974,9468,9843,10391,11011,11810,12562,13250,14187,9648,8658,7740,6835,6290,6279,6461,7053,7248,7676,8553,9392,9982,10581,11347,12010,12771,13903,15263,10569,10060,9597,9164,9218,9359,9600,10131,10765,7354,7011,6929,7645,8772,10300,11263,12321,12376,12651,5131,4099,3992,4669,5372,6033,7874,9251,3632,2662,1829,1930,3070,3918,5376,7707,8395,9329,10914,6970,7121,7526,8002,9937,11580,12321,13289,13815,14383,15598,16100,16825,18026,19256,13889,13004,11880,10962,8434,6908,6381,15241,16487,18087,19387,21713,23220,24426,26226,28135,20267,19741,19124,18641,17541,16809,16437,15650,14882,14039,13018,11601,10721,8472,7674,5493,27623,26238,25288,24171,22867,22299,20718,19703,18918,17844,16778,14032,12116,10857,10230,9822,
13073,12208,11236,10553,9765,8932,8310,7737,7557,6817,6390,5959,5401,5100,4714,4544,4446,5191,6382,6931,2963,1630,0,672,1459,1994,2672,3417,4153,4883,5456,5931,6406,7372,7799,8395,8840,9473,10175,11063,11887,12643,13620,8166,7121,6164,5222,4671,4740,5082,5912,6228,6777,7786,8728,9406,10142,11035,11786,12637,13742,15085,9325,8758,8189,7606,7613,7731,7970,8518,9188,6123,5604,5388,6015,7143,8683,9645,10716,10810,11131,5226,4076,3520,3756,4176,4745,6395,7678,3571,2214,1182,1646,2880,3832,5313,7557,8281,9256,10882,5421,5724,6273,6865,8715,10342,11152,12179,12733,13370,14638,15025,15717,16890,18094,12450,11586,10504,9634,7373,6270,5989,13788,15040,16648,17952,20291,21808,23012,24788,26700,18771,18228,17592,17094,15959,15207,14826,14022,13252,12410,11397,10013,9161,6904,6115,3961,26524,25142,24222,23138,21877,21328,19746,18781,18049,17006,15928,13176,11541,10322,9883,9592,
12401,11539,10566,9882,9094,8260,7637,7067,6894,6162,5742,5317,4779,4509,4195,4116,4097,4923,6176,6852,3613,2265,672,0,801,1351,2038,2769,3499,4220,4791,5263,5738,6746,7195,7821,8286,8944,9671,10586,11433,12210,13198,7749,6657,5661,4667,4025,4068,4432,5329,5684,6271,7320,8293,9000,9782,10718,11499,12380,13470,14802,8699,8119,7528,6936,6956,7101,7367,7955,8674,5910,5270,4931,5411,6516,8035,8998,10059,10141,10459,5640,4482,3785,3798,4029,4517,5990,7172,3984,2585,1650,1722,2802,3731,5165,7333,8063,9045,10676,4750,5068,5653,6278,8095,9716,10543,11584,12145,12801,14083,14436,15118,16283,17480,11783,10922,9847,8988,6807,5870,5691,13119,14371,15980,17285,19624,21143,22346,24119,26032,18320,17763,17112,16600,15432,14654,14260,13425,12630,11780,10753,9349,8491,6235,5444,3289,25922,24541,23629,22555,21307,20764,19182,18233,17519,16485,15406,12657,11123,9925,9559,9316,
11630,10753,9782,9099,8313,7481,6865,6283,6098,5362,4940,4516,3986,3738,3493,3516,3592,4497,5802,6619,4329,2973,1459,801,0,555,1245,1968,2698,3424,3997,4475,4949,5950,6411,7056,7536,8214,8962,9899,10766,11562,12559,7509,6355,5307,4233,3386,3309,3631,4562,4948,5569,6652,7652,8385,9213,10190,11001,11913,12983,14302,7902,7319,6730,6191,6267,6484,6809,7474,8273,5975,5185,4666,4866,5910,7369,8333,9364,9403,9693,6327,5172,4383,4199,4218,4593,5790,6796,4683,3282,2417,1921,2691,3541,4877,6926,7656,8641,10268,3998,4268,4860,5505,7302,8919,9754,10803,11368,12036,13328,13658,14333,15494,16688,10992,10127,9047,8186,6050,5279,5218,12331,13583,15190,16494,18832,20349,21553,23330,25242,17995,17419,16744,16212,14991,14172,13754,12862,12018,11153,10091,8633,7748,5499,4701,2524,25134,23755,22847,21779,20539,19999,18419,17481,16780,15755,14675,11930,10491,9317,9029,8838,
11138,10242,9274,8592,7810,6982,6374,5776,5571,4823,4395,3967,3431,3187,2982,3077,3223,4173,5500,6410,4794,3443,1994,1351,555,0,689,1422,2161,2899,3478,3966,4438,5396,5856,6505,6991,7678,8435,9384,10261,11067,12068,7493,6301,5223,4099,3074,2850,3087,4011,4412,5050,6151,7166,7913,8768,9769,10598,11528,12584,13892,7349,6769,6199,5738,5876,6163,6539,7268,8130,6181,5301,4661,4624,5601,6997,7960,8958,8952,9208,6857,5704,4882,4613,4520,4822,5818,6682,5220,3821,2972,2137,2649,3408,4646,6595,7322,8304,9925,3544,3730,4305,4953,6747,8365,9198,10248,10813,11485,12780,13103,13778,14939,16133,10473,9601,8511,7641,5503,4832,4852,11817,13067,14672,15975,18309,19824,21028,22812,24724,17888,17297,16605,16058,14798,13946,13511,12572,11687,10809,9716,8206,7294,5059,4256,2065,24578,23199,22292,21225,19986,19448,17868,16934,16238,15218,14136,11394,10007,8848,8609,8453,
10530,9609,8645,7965,7190,6368,5775,5156,4920,4158,3720,3287,2741,2507,2381,2606,2863,3856,5197,6223,5402,4063,2672,2038,1245,689,0,760,1507,2263,2847,3348,3815,4707,5167,5825,6320,7021,7792,8758,9648,10468,11474,7518,6288,5187,4021,2781,2330,2416,3333,3759,4425,5551,6585,7352,8243,9276,10127,11079,12116,13409,6660,6086,5543,5195,5420,5802,6246,7052,7989,6482,5508,4732,4391,5263,6560,7517,8468,8401,8611,7516,6367,5513,5156,4946,5164,5912,6588,5887,4493,3661,2563,2769,3379,4454,6240,6958,7931,9537,3019,3068,3615,4270,6057,7677,8509,9559,10127,10804,12103,12416,13089,14249,15443,9828,8949,7844,6963,4829,4322,4464,11179,12425,14027,15328,17658,19170,20375,22167,24077,17765,17157,16445,15879,14572,13680,13222,12225,11288,10396,9265,7690,6744,4538,3734,1574,23889,22510,21603,20538,19302,18766,17187,16259,15570,14555,13474,10736,9423,8289,8120,8012,
9775,8849,7885,7206,6432,5612,5025,4399,4160,3402,2973,2549,2051,1920,2052,2514,2918,3925,5249,6395,6161,4823,3417,2769,1968,1422,760,0,746,1505,2089,2593,3058,3996,4495,5201,5728,6465,7270,8268,9184,10029,11043,7322,6066,4957,3776,2350,1664,1664,2734,3242,3970,5137,6199,6996,7943,9022,9902,10884,11888,13154,5944,5351,4784,4477,4768,5232,5735,6610,7615,6609,5540,4631,3968,4720,5918,6865,7779,7672,7860,8124,6986,6076,5596,5242,5358,5812,6277,6518,5138,4361,3276,3306,3773,4652,6208,6906,7859,9434,2332,2310,2921,3639,5353,6959,7815,8884,9461,10164,11479,11744,12404,13552,14737,9067,8189,7090,6219,4234,4094,4421,10418,11664,13266,14568,16899,18411,19616,21406,23317,17379,16755,16024,15442,14091,13165,12688,11641,10663,9761,8604,6984,6017,3840,3041,995,23194,21817,20920,19867,18648,18119,16542,15636,14971,13972,12891,10168,9017,7931,7878,7844,
